Stroudsburg,PA,40.9588,-75.3006
Dana Point,CA,33.4782,-117.7064
Eugene,OR,44.03954498,-123.1251574
Little Rock,AR,34.73753628,-92.36319236
Bastrop,LA,32.8283,-91.89551053
Santa Rosa,CA,38.45256501,-122.7179001
Amelia,OH,39.0131,-84.2049
Brooklyn,CT,41.7847,-71.9629
Eden,NY,42.6368,-78.878
Quincy,CA,39.96578947,-120.9992684
Gloucester,MA,42.6178604,-70.71434257
Fairhaven,MA,41.6318,-70.8801
Kyle,SD,43.4583,-102.1747
Phoenix,AZ,33.53538055,-112.04946
Saint Cloud,MN,45.53242778,-94.20982843
Billings,MT,45.75458535,-108.5015771
Macon,GA,32.84971679,-83.6746703
Long Beach,NY,40.59,-73.6446
Seguin,TX,29.5711,-97.9299
Moab,UT,38.4506,-109.6027
Blackwell,OK,36.7875,-97.3007
Mosinee,WI,44.793,-89.7032
Webster,NY,43.2186,-77.4494
Sierra Vista,AZ,31.57512718,-110.1816068
Carlton,MN,46.6169,-92.4606
Perry Hall,MD,39.4053,-76.4436
Las Vegas,NM,35.4988,-104.937
Staten Island,NY,40.57773258,-74.14641801
Santa Ana,CA,33.74152496,-117.8634298
Camarillo,CA,34.21955353,-119.0331022
Warwick,RI,41.7156845,-71.42906015
Hastings,ON,44.3,-77.95
Marion,WI,44.6579,-88.9271
East Greenwich,RI,41.6434,-71.4783
Winter Springs,FL,28.6812,-81.2763
Grove City,PA,41.166,-80.0615
Pittsburgh,PA,40.44309195,-79.97424169
Blairsville,PA,40.4701,-79.2036
Crystal Lake,IL,42.23814643,-88.30697321
Boiling Springs,PA,40.1208,-77.1045
New Florence,PA,40.3383,-79.0838
Saint David,AZ,31.8894,-110.1845
Walla Walla,WA,46.1107,-118.3077
Jenks,OK,36.0027,-95.9775
Windsor,ON,42.28187174,-82.99623884
Trenton,ND,48.0823,-103.8841
Norfolk,VA,36.88938336,-76.26208236
Barrie,ON,44.37673474,-79.68752632
Sarasota,FL,27.31073444,-82.49044026
Prairie du Sac,WI,43.3149,-89.8056
Milwaukee,WI,43.05174403,-87.95998544
San Francisco,CA,37.76999211,-122.425394
Rohnert Park,CA,38.34323901,-122.7040505
Virginia Beach,VA,36.83730134,-76.06194815
Charleston,WV,38.3560959,-81.64009134
New Orleans,LA,29.96590338,-90.07844564
Newfoundland,NJ,41.0341,-74.4174
Raton,NM,36.6873,-104.2485
White Stone,VA,37.6485,-76.3891
Adel,IA,41.6259,-94.0427
Goodyear,AZ,33.4037283,-112.3741774
Kingman,AZ,35.2201088,-113.9018102
Prescott,AZ,34.63572069,-112.5686276
Buckeye,AZ,33.37972857,-112.5626352
Mesa,AZ,33.42126454,-111.7727973
Tonopah,AZ,33.5778,-113.0234
Oakton,VA,38.8932,-77.3341
Santa Monica,CA,34.02342753,-118.4816765
Gulf Shores,AL,30.250995,-87.68415
Jackson,MS,32.3267748,-90.19263976
Columbus,MS,33.47298615,-88.44492154
Valley Center,CA,33.2581,-116.9821
Florence,KY,39.00225823,-84.65651646
Eagle Pass,TX,28.735854,-100.453048
Chattanooga,TN,35.05513711,-85.27057025
Yucaipa,CA,34.0336,-117.0431
Unadilla,NY,42.3464,-75.3128
Bakersfield,CA,35.34399793,-119.0408926
Lake Geneva,WI,42.5747,-88.3946
Stevens Point,WI,44.54856203,-89.52476203
Nederland,CO,39.9822,-105.5501
Manassas,VA,38.74820708,-77.5305384
Owings Mills,MD,39.437,-76.7818
Huron,OH,41.3775,-82.5349
Ann Arbor,MI,42.28027534,-83.73625456
Forest,VA,37.365,-79.3099
Houston,TX,29.7774937,-95.45122045
Colorado Springs,CO,38.8614783,-104.7803978
Groveland,CA,37.8597,-119.768
Murfreesboro,TN,35.86454843,-86.4034119
Danville,VA,36.62852387,-79.49231484
Tempe,AZ,33.41403567,-111.9209196
Thomasville,NC,35.8826,-80.082
Fairborn,OH,39.827,-84.0187
Bullhead City,AZ,35.08407849,-114.5628231
Albuquerque,NM,35.10348122,-106.6124752
Orchard Park,NY,42.7442,-78.7442
Amherst,OH,41.3568,-82.262
Spartanburg,SC,34.91997275,-81.92884278
Robesonia,PA,40.3578,-76.1296
Williston,FL,29.3992,-82.4455
Carlisle,PA,40.18918943,-77.20376784
Carmichaels,PA,39.872,-79.9982
Juneau,AK,58.53633908,-134.7134621
Lebanon,MO,37.6989,-92.662
Houma,LA,29.59788519,-90.73580952
Monrovia,CA,34.15369286,-117.99215
Corrales,NM,35.2393,-106.6255
Orrington,ME,44.7135,-68.7799
Englewood,FL,26.95863265,-82.3251
Leduc,AB,53.2668,-113.552
Fallbrook,CA,33.398525,-117.2949567
New York,NY,40.74430707,-73.98772448
Newport,RI,41.48576531,-71.30778163
Saint George,UT,37.13106124,-113.5887632
Davenport,FL,28.23565,-81.66055328
Anderson,SC,34.49168812,-82.64779851
Nanaimo,BC,49.18105398,-123.9967366
Cumberland Center,ME,43.7977,-70.2658
Riverton,UT,40.4774,-112.0082
Holland,MI,42.80983217,-86.10311565
Mountain City,TN,36.4713,-81.8144
Belvidere,NJ,40.832,-75.0336
Clinton,MD,38.7395,-76.9118
West Memphis,AR,35.1388871,-90.15471452
Dallas,TX,32.83516808,-96.80811786
Suisun,CA,38.1699,-121.9367
Greentown,IN,40.4855,-85.9471
Worcester,MA,42.26863926,-71.80715499
Spokane,WA,47.68357629,-117.3863311
Huntington,UT,39.4113,-111.0056
Hamilton,OH,39.42305109,-84.55280973
Prescott Valley,AZ,34.65223077,-112.2990077
Pittsboro,NC,35.7519,-79.2248
Covina,CA,34.09060591,-117.8872734
Fort Lauderdale,FL,26.13691468,-80.21914076
Oklahoma City,OK,35.47186178,-97.5263035
Shiprock,NM,36.7632,-108.8181
Bartow,FL,27.88918125,-81.81470625
Springfield,MO,37.19880654,-93.30922289
Grand Terrace,CA,34.0339,-117.3136
Camp Hill,PA,40.23791462,-76.92277846
Detroit,MI,42.36885467,-83.11026847
Taylorsville,UT,40.6677,-111.9388
Anchorage,AK,61.18196014,-149.8425268
Saint Robert,MO,37.8334,-92.1249
Bayville,NJ,39.9093,-74.1549
Riverside,CA,33.93964339,-117.4001158
Atlanta,GA,33.80870552,-84.38988232
Austin,TX,30.30846944,-97.76011171
Birch Run,MI,43.2712,-83.8079
Ashland,MO,38.7812,-92.2542
Lubbock,TX,33.54170374,-101.903819
Madison,WI,43.06651417,-89.38736175
Brighton,MI,42.54766358,-83.77078902
Boulevard,CA,32.6798,-116.314
Wyoming,MI,42.9134,-85.7053
Canby,OR,45.216,-122.6667
Orange,CA,33.80562923,-117.8263325
Largo,FL,27.90161729,-82.77851383
Hernandez,NM,36.1294,-106.156
Sonoma,CA,38.2433,-122.4602
Lockhart,TX,29.8973,-97.6783
Allendale,MI,42.9742,-85.9311
Portsmouth,NH,43.06793627,-70.79859864
Franklin,TN,35.91850835,-86.88540525
Montague,NJ,41.2911,-74.7485
Mandeville,LA,30.39100748,-90.03365442
Kansas City,KS,39.10614083,-94.70725125
Grandview,TX,32.2749,-97.1534
Marlette,MI,43.353,-83.0142
Allison Park,PA,40.5725,-79.9579
Burlington,VT,44.47554792,-73.21075
Colchester,VT,44.54866341,-73.15544146
Harrisonburg,VA,38.4308042,-78.88316107
Bonham,TX,33.579,-96.1889
Milton,FL,30.69733672,-87.05111638
Sevierville,TN,35.7915575,-83.54468333
Granbury,TX,32.46185192,-97.74490577
Amherst,MA,42.3872,-72.460375
Baltimore,MD,39.31307269,-76.61182202
Seal Beach,CA,33.7576,-118.0777
Lawrence,KS,39.00010027,-95.25458795
North Myrtle Beach,SC,33.83166,-78.65013
Acworth,GA,34.05107468,-84.6798557
Sebastian,FL,27.80384217,-80.49428072
Jacksonville,FL,30.26690468,-81.61637283
West Palm Beach,FL,26.70504529,-80.1351401
Parrish,FL,27.5701,-82.3798
Naples,FL,26.19318197,-81.73703022
Pompano Beach,FL,26.25957024,-80.18338936
St Louis,MO,38.62382493,-90.3085277
Allentown,PA,40.60203012,-75.50084324
Nashville,TN,36.13170004,-86.77681349
Hudson,NY,42.261535,-73.74847571
Renton,WA,47.47784172,-122.157589
Arlington Heights,IL,42.09027442,-87.98593459
Waukesha,WI,43.01454743,-88.25665368
Dunedin,FL,28.02859059,-82.76900118
St. Petersburg,FL,27.79451493,-82.67515963
Snohomish,WA,47.91181404,-122.0352068
Conway,AR,35.05733591,-92.46246298
Rosemount,MN,44.7258,-93.0656
Harwinton,CT,41.7525,-73.0604
Frankenmuth,MI,43.3546,-83.7414
Arkansas City,KS,37.0931,-96.9558
Elkton,MD,39.61701593,-75.86718938
Washington,LA,30.6661,-92.0426
Monticello,GA,33.2791,-83.699
Green Bay,WI,44.52863972,-88.04377664
Cleveland,TN,35.16131194,-84.87355771
Palm Springs,CA,33.80016512,-116.5353729
Dallas,GA,33.91221042,-84.88004788
Hopkinsville,KY,36.90668547,-87.46023846
Pollok,TX,31.4565,-94.8721
Dunkirk,OH,40.7899,-83.6572
Portland,OR,45.51052971,-122.6652038
Federal Way,WA,47.30653738,-122.3429007
Cape Coral,FL,26.6164217,-81.97006592
Pottstown,PA,40.24618085,-75.6281383
Bremerton,WA,47.59931916,-122.6697123
Cape May,NJ,38.9834,-74.9025
Lake City,CO,37.9086,-107.296
Grants Pass,OR,42.46357702,-123.3706925
Holstein,NE,40.4517,-98.6672
Victoria,BC,48.45668562,-123.383972
Highland,CA,34.1359,-117.1553
Bridgewater,NJ,40.5953,-74.6173
Tillsonburg,ON,42.84585,-80.7323375
Forest Grove,OR,45.5559,-123.1511
Carthage,NC,35.3593,-79.4354
Metairie,LA,29.99880563,-90.17318113
Van Nuys,CA,34.18714852,-118.4612623
Carroll,IA,42.0743,-94.88
Greenville,SC,34.83721313,-82.33834929
Stokesdale,NC,36.2686,-79.9677
Lakeside,CA,32.9017,-116.8933
Roseville,CA,38.76717396,-121.3107662
Port Charlotte,FL,26.98100661,-82.11690661
Miami Beach,FL,25.80449581,-80.13392828
Indianapolis,IN,39.80764885,-86.14221403
San Bernardino,CA,34.15461809,-117.3040963
Woodland,WA,45.942,-122.6723
Woodinville,WA,47.7543,-122.1635
Scranton,KS,38.7585,-95.7104
Middletown,RI,41.5171,-71.2789
Wenatchee,WA,47.37553137,-120.3548163
Philadelphia,PA,39.99063505,-75.14580121
Cedar Grove,WV,38.2537,-81.3732
Culver City,CA,34.00614941,-118.3923159
Monroe,MI,41.931,-83.4554
Fresno,CA,36.78825093,-119.7894705
Lancaster,KY,37.68578947,-84.58838421
Alton,IL,38.9455,-90.1282
Anderson,CA,40.4458,-122.3548
Berlin,CT,41.6034,-72.7763
Chandler,AZ,33.29885794,-111.8650639
Rolla,MO,37.92709286,-91.77891429
Cranston,RI,41.77119239,-71.46207462
Saint Augustine,FL,29.8790313,-81.36659178
Peyton,CO,39.0289,-104.483
Tesuque,NM,35.7617,-105.9325
Stonington,CT,41.3804,-71.9151
Hicksville,NY,40.76704403,-73.52539057
Wichita,KS,37.69639785,-97.3295401
Medford,OR,42.31514948,-122.8460668
San Angelo,TX,31.39849041,-100.4520726
Springfield,VT,43.323,-72.47
La Mirada,CA,33.90197023,-118.0077534
Anaheim,CA,33.83243274,-117.8913252
Jonesboro,GA,33.51226385,-84.34518545
Rochester,NY,43.15504152,-77.61785896
Scarborough,ON,43.77102833,-79.24512174
Wapwallopen,PA,41.105,-76.0825
Clearwater,FL,27.96202318,-82.75161706
Harrington,WA,47.4207,-118.3997
West Covina,CA,34.05638786,-117.9155082
Abilene,TX,32.39435138,-99.790044
Cypress,TX,29.97647659,-95.69051964
Joshua Tree,CA,34.1578,-116.2732
Alamogordo,NM,32.84206825,-105.970481
Ajo,AZ,32.1595,-112.6223
Athens,WV,37.4684,-80.9974
Woodstock,ON,43.1441303,-80.7326053
Plant City,FL,28.02172892,-82.12932289
Southaven,MS,34.94876842,-89.95631579
Currie,NC,34.4256,-78.0774
Livonia,NY,42.8146,-77.6156
Framingham,MA,42.30600968,-71.42773372
Merrimack,NH,42.8502,-71.5155
Warren,RI,41.7299,-71.2582
Galena Park,TX,29.7334,-95.2339
Benton,TN,35.1689,-84.6111
Kennett Square,PA,39.8468,-75.7116
Apache Junction,AZ,33.4151,-111.5496
Zimmerman,MN,45.4508,-93.5855
Enid,OK,36.41691494,-97.88815065
Salinas,CA,36.68852458,-121.6284548
Denver,CO,39.74512637,-104.9593459
Surprise,AZ,33.63271553,-112.3725228
Deltona,FL,28.89217151,-81.22035
Pullman,WA,46.75618649,-117.3353198
New Fairfield,CT,41.4665,-73.4857
West Linn,OR,45.3422,-122.6639
Annapolis Royal,NS,44.6861,-65.3002
Bloomington,IL,40.4726792,-88.95847376
Lincoln Park,NJ,40.9272,-74.3039
Oneco,CT,41.6937,-71.8084
Altoona,AL,34.0394,-86.2873
Brandon,FL,27.91174344,-82.30077872
Suffolk,VA,36.76886476,-76.54624619
New Paltz,NY,41.7583,-74.0657
Kansas City,MO,39.10083514,-94.56447929
Raeford,NC,34.9874,-79.232
Sheboygan,WI,43.7404657,-87.75469651
North Richland Hills,TX,32.84908363,-97.22361345
Dover,NH,43.18716429,-70.90978393
Frederick,MD,39.42507207,-77.39750165
Vashon,WA,47.4206,-122.4509
Daytona Beach,FL,29.1916533,-81.03306604
Thibodaux,LA,29.8025398,-90.79943571
Petaluma,CA,38.22604203,-122.652975
Hartsville,SC,34.4021,-80.0767
Olympia,WA,47.03031595,-122.896931
Chelsea,MI,42.3137,-84.0237
Statesville,NC,35.77337228,-80.90376931
Lincoln,NE,40.80091454,-96.67416753
Richmond,CA,37.93792292,-122.350033
Lake Worth,FL,26.60020571,-80.12513921
Millington,TN,35.35345778,-89.89557
Katy,TX,29.77548038,-95.7856126
Palm Beach,FL,26.6779,-80.038
Breckenridge,CO,39.4678,-105.9962
Oshawa,ON,43.92118698,-78.86515721
Corona,CA,33.85916486,-117.5794465
Old Bridge,NJ,40.3958,-74.3255
Southington,CT,41.6005,-72.8764
Bonnerdale,AR,34.4038,-93.3388
Asheville,NC,35.58215753,-82.55326562
Hillsboro,OR,45.53464439,-122.9311911
Lynn,IN,40.0558,-84.9317
Stevenson Ranch,CA,34.3759,-118.6162
McKinleyville,CA,40.9474,-124.0272
Dillon,SC,34.4272,-79.3723
Thompson,MB,55.7435,-97.8558
Neenah,WI,44.18433488,-88.52892093
Midwest city,OK,35.4495,-97.3967
Burlington,ON,43.38223451,-79.82626717
Woonsocket,RI,41.998,-71.4941
Vallejo,CA,38.11715995,-122.227822
Dorval,QC,45.44919902,-73.77419216
Ardmore,OK,34.18893538,-97.15978615
Salmon Arm,BC,50.6998,-119.2691
Watertown,WI,43.15885,-88.7098
Gallipolis,OH,38.8065,-82.2702
Fulton,NY,43.348,-76.3422
Lethbridge,AB,49.66518262,-112.8115777
Bellingham,WA,48.74688635,-122.4446201
Evans,CO,40.3735,-104.7204
Chicago,IL,41.87991242,-87.66801796
Hibbing,MN,47.408,-92.9669
Waxahachie,TX,32.38413942,-96.86031752
Minneapolis,MN,44.98078334,-93.29330788
Vineland,NJ,39.48592271,-75.00142657
Comstock Park,MI,43.0818,-85.6814
Walton,IN,40.6796,-86.2654
District Heights,MD,38.85165172,-76.88394741
Des Moines,IA,41.5997162,-93.61890937
Goshen,IN,41.57452714,-85.82642513
Irmo,SC,34.1422,-81.2047
Lansing,MI,42.7438001,-84.57670843
Selah,WA,46.7682,-120.6872
Napa,CA,38.46812121,-122.1950715
Richmond,BC,49.16210656,-123.1234689
Birmingham,AL,33.4809158,-86.77946934
Colon,MI,41.9741,-85.3367
Santa Paula,CA,34.4014,-119.0753
Kent,WA,47.38164505,-122.1967851
Camdenton,MO,37.9887,-92.7536
Glasgow,KY,36.93951148,-85.94517213
Valdosta,GA,30.85822315,-83.30521065
Marlborough,MA,42.3458,-71.5506
Helena,AR,34.4797,-90.6977
Flagler Beach,FL,29.4931,-81.135
Port Orchard,WA,47.51249275,-122.6157181
Kingfield,ME,45.0293,-70.2579
Fredericksburg,VA,38.28988855,-77.48740445
Bridgeton,MO,38.7667,-90.4201
Howell,MI,42.60518613,-83.90061092
Belpre,OH,39.3132,-81.6246
Toledo,OH,41.66651057,-83.59862989
Clinton,CT,41.2988,-72.5363
Des Plaines,IL,42.0332398,-87.89459975
Warrior,AL,33.8185,-86.84
Montgomery,AL,32.37222254,-86.23982472
Marietta,GA,33.96188746,-84.5102132
Wylie,TX,33.0162,-96.5382
Greenville,NY,42.431,-74.0383
Durham,NC,35.98046263,-78.89813626
Whitby,ON,43.89253286,-78.94515679
Marysville,OH,40.25381667,-83.36848542
Orono,ME,44.94808654,-68.67745385
Chappell Hill,TX,30.1327,-96.2438
Iota,LA,30.3417,-92.5205
Fort Myers,FL,26.58139709,-81.84065303
Huntington Beach,CA,33.68843323,-118.0049942
Clarksville,TN,36.51515837,-87.36103416
Eau Claire,WI,44.8070645,-91.55365097
Fenton,MO,38.4981,-90.46
Atlantic City,NJ,39.37958071,-74.45456071
Norwood,NY,44.7606,-74.9474
Los Alamos,CA,34.7444,-120.2782
Hope,MI,43.7911,-84.3268
Lahaina,HI,20.90586279,-156.6267163
Boston,MA,42.34166295,-71.06563371
Washington,DC,38.90757509,-77.02499886
Macomb,MI,42.65611841,-82.9233927
Eaton,CO,40.5523,-104.6512
Englewood,CO,39.61587983,-104.8851873
Melbourne,FL,28.1430129,-80.69558756
Saint Joseph,MO,39.7653396,-94.80733416
New Kent,VA,37.5583,-77.0629
Duluth,GA,33.99903629,-84.15485316
Hurdle Mills,NC,36.2599,-79.068
Ames,IA,42.04085172,-93.61238319
Pasadena,MD,39.1252,-76.5116
Bozeman,MT,45.70981012,-111.0535749
Long Beach,CA,33.79002329,-118.1731053
Cookeville,TN,36.22579261,-85.51567833
Fort Loramie,OH,40.3294,-84.3816
Oak Lawn,IL,41.7091,-87.7596
Sandown,NH,42.9314,-71.1851
Myrtle Beach,SC,33.68315,-78.9395391
Northville,MI,42.42391622,-83.50629099
Auburn,MI,43.6393,-84.0883
Auburn,AL,32.55663032,-85.52960532
Guilford,CT,41.3387,-72.6907
Roseville,MN,45.0061,-93.1566
Sykesville,MD,39.3941,-76.9695
Orlando,FL,28.5192467,-81.35409598
Bradenton,FL,27.4609671,-82.5293294
Navarre,FL,30.4467,-86.875
Brockville,ON,44.65714878,-75.71902927
Parsonsfield,ME,43.7421,-70.9141
Dodge City,KS,37.802,-99.9982
Rogers,MN,45.1708,-93.5758
Concord,NC,35.40326904,-80.62708466
Smithtown,NY,40.8594,-73.2121
Auburn,WA,47.29995649,-122.1808829
Clarion,PA,41.1755,-79.3791
Townsend,MT,46.4848,-111.3486
Yarmouth,NS,43.8335,-66.1156
Frisco,TX,33.14455577,-96.81782363
Wausau,WI,45.01047409,-89.62716788
Lavallette,NJ,39.981,-74.072
Stevensville,MT,46.5099,-114.0932
Rancho Palos Verdes,CA,33.7584,-118.3163
Fredericton,NB,45.85845372,-66.63156283
Lithia,FL,27.7866,-82.144
Brook Park,MN,45.9806,-93.1086
Valencia,CA,34.42961198,-118.5703963
Torrance,CA,33.83267537,-118.3326334
Orland Park,IL,41.61089587,-87.86089633
Saint Paul,MN,44.95305527,-93.11475467
Lebanon,PA,40.32248981,-76.42962994
Blackshear,GA,31.3306,-82.2566
Amanda,OH,39.6436,-82.7613
Tampa,FL,28.00681436,-82.47646101
Canton,OH,40.84330719,-81.40800022
Canmore,AB,51.0876,-115.3461
Charlottesville,VA,38.04475956,-78.53657691
Rigby,ID,43.6955,-111.8785
Jupiter,FL,26.94004466,-80.13581534
Lexington,KY,38.00883949,-84.47708249
Plantation,FL,26.1342,-80.2318
Apollo Beach,FL,27.7713,-82.4143
Ponca City,OK,36.71205652,-97.09243913
Albany,GA,31.56107647,-84.1730902
Lapine,AL,32.0141,-86.3215
Clyde,NC,35.6497,-82.9789
Lawrenceville,GA,33.95629913,-84.01987614
Big Timber,MT,45.9644,-109.8551
Santa Fe,NM,35.66108268,-105.9539071
New Albany,IN,38.2813,-85.8401
Cromwell,MN,46.6682,-92.8359
Temecula,CA,33.5282686,-117.0793609
Owen Sound,ON,44.57104545,-80.94812727
Bayfield,WI,46.857,-90.9023
Winter Haven,FL,27.99441504,-81.70178673
Barberton,OH,41.0232,-81.628
Oley,PA,40.3779,-75.7746
Casa Grande,AZ,32.8795,-111.7574
Ottawa,ON,45.3813825,-75.70850071
Lewis center,OH,40.1832,-82.9954
Elk Grove,CA,38.39446942,-121.3718591
Chapmanville,WV,37.9411,-82.066
Boaz,AL,34.17928913,-86.18376304
Paw Paw,MI,42.2223,-85.9043
Novelty,OH,41.53125,-81.26941667
King,NC,36.322,-80.3379
Peoria,AZ,33.65789817,-112.246642
Tigard,OR,45.4312,-122.7715
Abingdon,VA,36.71901429,-82.00372857
Richland,WA,46.31271111,-119.3084604
Kingsport,TN,36.50270386,-82.5479583
Everett,WA,47.92466491,-122.2193999
Sioux Falls,SD,43.54381423,-96.72227173
Seminole,FL,27.84632195,-82.78800244
Santa Barbara,CA,34.3170381,-119.7205414
Pinellas Park,FL,27.84545525,-82.71419337
Visalia,CA,36.35665013,-119.3479366
North Charleston,SC,32.87719179,-80.02638718
Tulsa,OK,36.10945588,-95.93524542
West Kelowna,BC,49.866,-119.7387
West Bend,WI,43.41729139,-88.17783245
Temple hills,MD,38.81786518,-76.94252679
Garden City,ID,43.6461,-116.2675
Germantown,MD,39.15498642,-77.27253757
New Brunswick,NJ,40.48366241,-74.44371729
Franklin Park,IL,41.9349,-87.8851
Demotte,IN,41.1898,-87.258
Sturgeon Bay,WI,44.7916,-87.467
Manchester,IA,42.4893,-91.4549
Newport News,VA,37.09237713,-76.49119459
Tacoma,WA,47.21257224,-122.4597205
Sanford,NC,35.46104306,-79.17767361
Mount Airy,NC,36.4617,-80.6191
Wyandotte,MI,42.195,-83.165
Colton,OR,45.1789,-122.4002
Medina,OH,41.13432265,-81.85594309
Capitola,CA,36.9752,-121.9533
Franklin,MA,42.0834,-71.3967
Highlands,NC,35.0751,-83.2101
West Union,IA,42.9929,-91.8384
Gloucester,VA,37.4469,-76.5531
Beattyville,KY,37.5775,-83.714
Orangeville,ON,43.96751915,-80.03946383
Mossyrock,WA,46.5296,-122.4851
Gambrills,MD,39.0529,-76.6811
Excelsior,MN,44.8989,-93.6257
Anniston,AL,33.68382553,-85.76905
Fords,NJ,40.5377,-74.3111
Woods Hole,MA,41.5281,-70.6535
Chambersburg,PA,39.9376,-77.6611
Sacramento,CA,38.57580181,-121.4500996
Eden Prairie,MN,44.85089388,-93.45257048
Little Falls,MN,45.9776,-94.4608
Williamstown,NJ,39.6862,-74.9952
Hammond,LA,30.48724524,-90.47692917
Paso Robles,CA,35.6189626,-120.7662829
Williams,AZ,35.356075,-112.2570625
De Pere,WI,44.3906,-88.031
Lava Hot Springs,ID,42.6159,-112.0448
Aliso Viejo,CA,33.5717,-117.7289
Franklin,NH,43.4473,-71.6764
Stafford,VA,38.44397521,-77.42208058
Kelso,WA,46.1491,-122.8089
Hollister,CA,36.8952,-121.2434
Alcester,SD,42.9742,-96.6319
Auburn,NY,42.9129,-76.5659
Turlock,CA,37.50631392,-120.8528241
Athabasca,AB,54.71688571,-113.2840643
Newport,MI,41.9828,-83.2979
Wentzville,MO,38.79,-90.8549
Mansfield,MA,42.0166,-71.2231
Del Valle,TX,30.1518,-97.5904
Pebble Beach,CA,36.5815,-121.9464
Belleville,IL,38.51653927,-89.95791188
Riverside,WA,48.5687,-119.3519
Tougaloo,MS,32.3976,-90.159
Georgetown,TX,30.65738063,-97.67511982
Providence,RI,41.82618976,-71.42050573
Raymond,NH,43.0323,-71.1992
Huntsville,AL,34.72796777,-86.6278388
Chesnee,SC,35.1121,-81.9154
Vancouver,WA,45.65808015,-122.5849084
Bethlehem,PA,40.63503864,-75.37143232
Claremont,CA,34.0967,-117.7198
Strathmore,AB,51.0501,-113.3852
Ashtabula,OH,41.85292708,-80.79049271
Cape Girardeau,MO,37.32954563,-89.58465146
Ventura,CA,34.29657456,-119.2399163
Spring,TX,30.10690917,-95.47395808
Taylor,PA,41.3949,-75.7089
Chugiak,AK,61.4137,-149.1711
Fullerton,CA,33.87742159,-117.9249784
